Var1,NSGAII,ECNSGAII,PECNSGAII,SRNSGAII,DCMOEAD,ECMOEAD,PECMOEAD,SRCMOEAD,ANSGAIII,CTAEA,CMOEA_MS,ToP,CCMO,PPS,MOEADDAE
NSGAII_DASCMOP3_11_M2_D10_9.mat,0.646835358936467,0.651730985158471,0.704012893366235,0.701195804225907,0.505382017314211,0.494919344423241,0.594323862770138,0.539215737709189,0.724245194746964,0.908663945426418,0.708624085920587,0.808587935937455,0.742109797028844,0.99604610769099,0.584677217236529
NSGAII_DASCMOP3_12_M2_D10_9.mat,0.617875008278762,0.656281688219698,0.671917338169884,0.603131690470669,0.575985062450148,0.44530860151134,0.550755902410912,0.544243280082043,0.681830035496642,0.902189158578962,0.696964059123287,0.829942017136915,0.728842222821224,0.995253217157204,0.549216066347953
NSGAII_DASCMOP3_13_M2_D10_9.mat,0.650561593512908,0.626309447453584,0.672181527673794,0.622916080449454,0.550913673575004,0.518626585042914,0.60226035298878,0.522957079302359,0.680964696236735,0.905707707171967,0.713709341295341,0.819944148328269,0.79325798303545,0.996619415119156,0.647023672910381
NSGAII_DASCMOP3_14_M2_D10_9.mat,0.622881306433319,0.545172556368715,0.59663561347319,0.529153084106301,0.410129006478504,0.357005562328954,0.487985037770612,0.480409790377213,0.640865224371108,0.9127152094354,0.615423103192969,0.787064394024341,0.691675362812043,0.985992961354055,0.499065645304159
NSGAII_DASCMOP3_15_M2_D10_9.mat,0.637578734134615,0.645897476733735,0.654600403806704,0.658044197393509,0.547854833829575,0.519536605283746,0.531896517901428,0.508640831002887,0.668736494130389,0.918630274265267,0.683948599133362,0.875366285047733,0.709815778104176,0.990815918600556,0.583774395419224
NSGAII_DASCMOP3_1_M2_D10_9.mat,0.799642302285866,0.783604301641754,0.719195183316342,0.774364336746815,0.702941434568311,0.669585780994619,0.640600951074202,0.678511414938467,0.797055897227796,0.915925855539837,0.880794931624895,0.977996004935636,0.840771159361499,0.996084274432391,0.587253484953643
NSGAII_DASCMOP3_2_M2_D10_9.mat,0.78854710700945,0.776253135742823,0.712570076943407,0.783703266702672,0.636896296715768,0.694098510135514,0.598843858426635,0.667782095941166,0.819105816883046,0.933584676408161,0.857201824666007,0.976848330991987,0.848453993235331,0.99702974173656,0.610025693418291
NSGAII_DASCMOP3_3_M2_D10_9.mat,0.733647323877955,0.690640594419247,0.637440679889858,0.707628795338702,0.577718731526136,0.638126277863129,0.619473695041133,0.629795888377935,0.73942175239983,0.902007476259986,0.777957366849477,0.943558811641888,0.810965260153389,0.993544863083777,0.601460655712711
NSGAII_DASCMOP3_4_M2_D10_9.mat,0.539895046311254,0.545488542533449,0.478018854852522,0.63684643163689,0.431551217028604,0.345269364456125,0.295868327097632,0.375773445641743,0.552246737661894,0.864337624773666,0.735405189723462,0.919950343298559,0.696621188218971,0.988901047883497,0.38143398557399
NSGAII_DASCMOP3_5_M2_D10_9.mat,0.650431609559827,0.634648553676518,0.597458335227485,0.632619874974742,0.563537106093337,0.547714207674011,0.482342297794885,0.546884242395507,0.68513088793949,0.887757142354171,0.801224647670312,0.92143623144007,0.725050887989939,0.990228414424315,0.505833457476936
NSGAII_DASCMOP3_6_M2_D10_9.mat,0.716303886860872,0.662996661227451,0.627480986250337,0.665229900866517,0.52793133697403,0.561191481182874,0.606246102597423,0.544264983738484,0.708270679755693,0.893025083944442,0.757048204205804,0.948086250661538,0.791512796570273,0.996807197009392,0.594492070505818
NSGAII_DASCMOP3_7_M2_D10_9.mat,0.69696946847323,0.715411218028488,0.630021198528325,0.667627208942542,0.524824025302202,0.568794841414729,0.617313334996299,0.558486784547245,0.719850170160681,0.919981399212055,0.763546881537274,0.971111749228587,0.803857795145776,0.996674952927454,0.602846997533522
NSGAII_DASCMOP3_8_M2_D10_9.mat,0.653383887243039,0.676301289701317,0.643249120453206,0.644500412881584,0.500903772271881,0.543264905405964,0.572808287514594,0.555192397688506,0.704799451061137,0.918476560902488,0.714402128940665,0.950866152182321,0.728479531157963,0.992170457662007,0.594449007351362
NSGAII_DASCMOP3_9_M2_D10_9.mat,0.642600511530283,0.703997907875632,0.588876425319566,0.669177945827293,0.584487162460898,0.597614223285608,0.521703365557281,0.592077777868489,0.735741759188567,0.913443472313153,0.72870708325182,0.97001826617537,0.807128652987916,0.9932139838496,0.574759348850119
NSGAII_DASCMOP4_10_M2_D10_9.mat,0.990103726006,0.963148770315012,0.947811327199983,0.981509766712382,0.987652285303668,0.966115852564931,0.944841592227558,0.988780497995538,0.94885585775442,0.94858675546552,0.990425367370128,0.009115175700347,0.978298274836144,0.736453764548123,0.984053938299967
NSGAII_DASCMOP4_11_M2_D10_9.mat,0.825647523887397,0.887826794846878,0.966171884707061,0.793160323289289,0.808056433597188,0.776896551081498,0.959405009509693,0.826267760402873,0.747622228827408,0.962744670818495,0.965877718085279,0.001976582766131,0.992759776115092,0.560373495176238,0.882735311838175
NSGAII_DASCMOP4_12_M2_D10_9.mat,0.734988317670255,0.814523339119808,0.952426912619102,0.843860650648649,0.908813388070903,0.745444706258265,0.965517002923551,0.901925553518916,0.611549704856102,0.958732848177634,0.87609850615971,0,0.993424930812866,0.604619684620221,0.886923592153905
